"W05","350952","11 ACADEMY RD ","RD","11","ACADEMY"
"W05","350996","24 ACADEMY RD ","RD","24","ACADEMY"
"W05","474731","10 AILEEN AVE ","AVE","10","AILEEN"
"W05","474670","61 AILEEN AVE ","AVE","61","AILEEN"
"W05","475610","96 AILEEN AVE ","AVE","96","AILEEN"
"W05","475743","150 AILEEN AVE ","AVE","150","AILEEN"
"W05","475683","153 AILEEN AVE ","AVE","153","AILEEN"
"W05","475681","157 AILEEN AVE ","AVE","157","AILEEN"
"W05","475752","172 AILEEN AVE ","AVE","172","AILEEN"
"W05","475753","174 AILEEN AVE ","AVE","174","AILEEN"
"W05","476339","222 AILEEN AVE ","AVE","222","AILEEN"
"W05","476401","235 AILEEN AVE ","AVE","235","AILEEN"
